Judet,An,Pop,Stab,Plec,Migr_szap,Migr_szap‰,Pop_stabila,Temporar absente,Perioada indelungata,Temporar absente‰,Absente perioada indelungata‰,Nat,Mort,Term_szap,Term_szap‰,M_Inf,M_Inf‰,Speranta de viata,Imbatranire demogr,Dependenta demogr,Salariati,Someri,Elevi prim,Elevi gimn,Superior,Analfabeti,Abandon primar,Abandon gimn,Medici,Medici/pop‰,Pers sanitar,Pers sanitar‰,Pat,Pat‰,Venit_tot,Venit_prop,Venit/pop,Supraf. locuib,Supraf_loc/pers,Locuinte exist,Suprafata locuibila/locuinte,Densitatea pop,"locuinte apa
potabila","locuinte
canalizare","lakas/electricitate
","incalzire  centrala/
lakas","konyha/
lakas","furdo/
lakas",Boli total,Tumori,Cardio vascular,Tumori%,Cardio_vasc%,Tumori/100000,Card_vasc/100000,Urban pop,Urban pop%,Kereset,GDP_EU%,GDP_RON,GDP/POP,ceg/terulet,ceg/pop,gdp milioane lei,nr pop 1 iulie dupa domociliu,gdp pe locuitor,indice infl,gdpreal,castig salarial,castig salarial real,personal didactic,populatie scolara,nr elevi/profesor ,elevi liceal si profesional,rata de ocupare=pop ocupata civila/resurse de munca,rata somajului,durata medie a vietii,rata mortalitatii infantile,pop agric,pop ocupata,pondere pop ocupata agricultura,rata criminalitatii,persoane condamnate definitiv,rata infractionaltatii,varsta medie,nr medici,nr medici la 10000loc,gaz nat distribuit uz casnic,gaz natural uz casnic/nr pop,supr locuibila in urban,populatie urbana,suprafata locuibila urban pe persoana,camere de locuit,camere per persoana,locuinte noi terminate,locuinte noi la 100000 persoane,pc-uri,PC-uri la 1000 de elevi,supr spatii verzi in urban,supr spatii verzi in urban/nr persoane,suprafata, drumuri nationale modrnizate,densitate drumuri nationale modernizate,supr fond forestier (mii ha),pondere fond forestier (ha),"Cantitate pesticide (kg; insecticide,fungicide,erbicide)",cantitate pesticide/km2,rata scolarizare ciclul2,elevi liceal si profesional.1,nr pop 15-18 ani,populatia conectata la sisteme de canalizare cu epurare,pondere pop conectata la sisteme de canalizare cu epurare,gini,Theil T,20 over 20,10 over 10,venituri proprii,venituri proprii pe locuitor,GDP,Venituri Totale,Venituri Proprii,Emigranti definitivi pe judete si localitati de plecare,Imigranti definitivi pe judete si localitati de destinatie,POPULATIA DUPA DOMICILIU la 1 ianuarie
Galati,2012,638196.0,10383.0,9522.0,861.0,1.35,,,,,,4634.0,6725.0,-2091.0,-3.28,68.0,14.67,74.46,88.26,40.11,102095.0,4.3,25939.0,23422.0,,,0.9,1.4,543.0,0.85,2295.0,3.6,2967.0,4.65,1032789159.0,446931036.0,700.3,10489392.0,16.44,231040.0,45.4,142.9,,,,,,,6725.0,1284.0,3696.0,19.09,54.96,201.19,579.13,365351.0,57.25,1351.0,18.0,11309.94,17721.73,2.39,0.02,11319.7,638196.0,17737.0274962551,1.6081855565,11029.2170109116,1351.0,840.0771879554,6511.0,103479.0,15.8929503916,23578.0,45.1,8.9,74.46,14.7,61.7,185.9,33.189887036,337.0,1797.0,281.5749393603,39.4,914.0,143.2161906374,50854.0,79.6839842305,5418778.0,365351.0,14.8317043063,643890.0,1.008922024,628.0,98.4023716852,9063.0,87.5829878526,526.0,14.3971140082,4465.0,306.0,68.5330347144,37.7,8.4434490482,347536.0,77.8356103024,83.39405,23578.0,28273.0002919873,29050.0,4.5518931488,0.1946990271,0.0679511137,2.497658238,3.402444507,388772109.0,609.1735281951,11317500000.0,1032789159.0,446931036.0,480.0,1516.0,638850.0
Galati,2013,637292.0,9058.0,9198.0,-140.0,-0.22,,,,,,5208.0,6540.0,-1332.0,-2.09,41.0,7.87,74.65,90.14,39.54,102005.0,4.5,26051.0,22783.0,,,1.1,1.3,542.0,0.85,2257.0,3.54,2952.0,4.63,1075465013.0,489472031.0,768.05,10545380.0,16.55,231577.0,45.54,142.7,,,,,,,6540.0,1378.0,3502.0,21.07,53.55,216.23,549.51,364805.0,57.24,1435.0,20.0,12193.69,19133.6,2.46,0.02,12197.3,637292.0,19139.2642619082,1.6721913416,11445.6185637526,1435.0,858.1553822669,6599.0,99852.0,15.131383543,21806.0,45.2,9.2,74.65,7.9,58.7,186.3,31.5083199141,300.0,1589.0,249.3362540248,39.8,889.0,139.4964945425,52826.0,82.891359063,5437554.0,364805.0,14.9053713628,646181.0,1.0139480803,710.0,111.4088989035,9307.0,93.2079477627,529.0,14.5008977399,4465.0,306.0,68.5330347144,37.1,8.3090705487,413396.0,92.5858902576,78.22219,21806.0,27877.000119787,298103.0,46.7765168871,0.2008918859,0.0665932481,2.528380783,3.1845537159,426356291.0,669.0124636744,12245300000.0,1075465013.0,489472031.0,504.0,1191.0,638367.0
Galati,2014,635559.0,9220.0,9819.0,-599.0,-0.94,,,,,,5202.0,6827.0,-1625.0,-2.57,41.0,7.88,74.89,93.6,39.36,103021.0,4.6,25717.0,22215.0,,,1.7,3.1,552.0,0.87,2219.0,3.49,2977.0,4.68,1139672133.0,511724354.0,805.16,10588596.0,16.66,232017.0,45.64,142.31,,,,,,,6827.0,1336.0,3652.0,19.57,53.49,210.21,574.61,363573.0,57.21,1576.0,20.0,12656.61,19914.14,2.53,0.02,12654.6,635559.0,19910.9760069482,1.690083789,11781.0585112465,1576.0,932.4981461102,6407.0,101781.0,15.8859060403,21667.0,54.7,9.5,74.89,7.9,56.9,183.4,31.0250817884,262.0,1377.0,216.6596649564,40.2,920.0,144.7544602468,54522.0,85.7858987128,5449504.0,363573.0,14.9887477893,647799.0,1.0192586369,576.0,90.6288794589,9784.0,96.1279610143,529.0,14.5500353437,4465.0,306.0,68.5330347144,37.2,8.3314669653,347536.0,77.8356103024,77.38491,21667.0,27998.9987712075,298153.0,46.9119310717,0.224701511,0.0981930294,2.769737039,3.7576587534,445845467.0,701.5013035769,12649100000.0,1139672133.0,511724354.0,418.0,1202.0,636818.0
Galati,2015,633970.0,8984.0,10310.0,-1326.0,-2.09,,,,,,5315.0,6898.0,-1583.0,-2.51,28.0,5.27,75.21,98.5,40.02,105375.0,4.3,25235.0,21313.0,,,2.1,2.4,596.0,0.94,2241.0,3.53,2977.0,4.7,1252448460.0,543472753.0,857.25,10638674.0,16.78,232467.0,45.76,141.95,,,,,,,6898.0,1315.0,3741.0,19.06,54.23,207.42,590.09,362389.0,57.16,1643.0,20.0,12605.61,19883.61,2.56,0.02,12618.2,633970.0,19903.4654636655,1.6801122946,11846.5090263756,1643.0,977.9108249198,6150.0,98991.0,16.096097561,21062.0,54.7,9.0,75.21,5.3,49.6,180.6,27.4640088594,235.0,1227.0,193.5422811805,40.4,968.0,152.6886130259,59802.0,94.3293846712,5459845.0,362389.0,15.0662547704,649728.0,1.0248560657,698.0,110.0998469959,9799.0,98.9887969613,532.0,14.6803572956,4465.0,306.0,68.5330347144,37.2,8.3314669653,413396.0,92.5858902576,75.47481,21062.0,27905.9993658811,299409.0,47.2276290676,0.2123962084,0.0745041628,2.803321018,3.5940222916,460564861.0,726.4773743237,12615800000.0,1252448460.0,543472753.0,537.0,960.0,634853.0
Galati,2016,631868.0,9629.0,10806.0,-1177.0,-1.86,,,,,,5407.0,6999.0,-1592.0,-2.52,45.0,8.32,75.49,102.76,40.46,107041.0,4.6,24900.0,20828.0,,,1.6,2.2,598.0,0.95,2359.0,3.73,2977.0,4.71,1294061562.0,554095239.0,876.92,10688270.0,16.92,232949.0,45.88,141.48,,,,,,,6999.0,1356.0,3649.0,19.37,52.14,214.6,577.49,360351.0,57.03,1740.0,20.0,12966.79,20521.36,2.64,0.02,12974.8,631868.0,20534.0355897118,1.6540705541,12414.2440836414,1740.0,1051.9502905877,6147.0,96969.0,15.7750122011,21028.0,53.0,9.7,75.49,8.3,42.5,175.1,24.2718446602,215.0,1111.0,175.8278627815,40.7,938.0,148.4487266328,62831.0,99.4369077086,5480121.0,360351.0,15.2077307958,651609.0,1.0312422848,742.0,117.4295897244,9823.0,101.3004155967,1050.0,29.1382568662,4465.0,306.0,68.5330347144,37.2,8.3314669653,357057.0,79.9679731243,75.95449,21028.0,27684.9992673244,309174.0,48.9301562985,0.1548834549,0.0413011195,2.109481443,2.6077662845,478378016.0,757.0853659309,12970100000.0,1294061562.0,554095239.0,831.0,1434.0,632255.0
Galati,2017,628902.0,10591.0,10847.0,-256.0,-0.41,,,,,,5222.0,7277.0,-2055.0,-3.25,43.0,8.23,75.18,106.57,41.24,110192.0,3.7,24594.0,19997.0,,,,,616.0,0.98,2284.0,3.63,2977.0,4.73,1371248859.0,616424849.0,980.16,10731474.0,17.06,233366.0,45.99,140.82,,,,,,,7277.0,1377.0,3837.0,18.92,52.73,218.95,610.11,358541.0,57.01,2007.0,21.0,14660.98,23312.03,2.72,0.02,14672.8,630288.0,23279.5166653974,1.6762350995,13887.9782868792,2007.0,1197.3260795056,6019.0,95793.0,15.9151021764,20465.0,54.5,7.9,75.16,7.8,42.8,177.0,24.1807909605,249.0,1271.0,201.6538471302,41.0,948.0,150.4074327926,71551.0,113.5211205036,5494618.0,359829.0,15.2700810663,653337.0,1.036568997,691.0,109.6324220039,9985.0,104.2351737601,1050.0,29.1805274172,4465.0,306.0,68.5330347144,37.1,8.3090705487,206716.0,46.2969764838,76.36194,20465.0,26800.0001047642,309288.0,49.0709009215,0.1578922859,0.0441211297,2.077973453,2.5604219255,531165009.0,842.7338121621,,1371248859.0,616424849.0,878.0,2646.0,629865.0
Galati,2018,627588.0,12082.0,11175.0,907.0,1.45,,,,,,5171.0,7409.0,-2238.0,-3.54,24.0,4.64,75.0,110.63,41.61,112623.0,2.9,23543.0,19612.0,,,,,634.0,1.01,2298.0,3.66,2977.0,4.74,1260201334.0,564524314.0,899.51,10781727.0,17.18,233948.0,46.09,140.53,,,,,,,7409.0,1383.0,3941.0,18.67,53.19,220.37,627.96,358613.0,57.14,2290.0,,,,2.8,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260201334.0,564524314.0,,,628276.0
Giurgiu,1990,,2630.0,18234.0,-15604.0,-49.81,,,,,,4079.0,4540.0,-461.0,-1.47,130.0,31.87,67.55,,,77757.0,,,,,,,,467.0,1.49,1058.0,3.38,1731.0,5.53,,,,3132753.0,10.0,109569.0,28.59,88.84,,,,,,,4540.0,501.0,2744.0,11.04,60.44,159.94,876.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1991,,1945.0,4266.0,-2321.0,-7.41,,,,,,3438.0,4510.0,-1072.0,-3.42,78.0,22.69,68.01,,,69359.0,,,,,,,,433.0,1.38,1016.0,3.24,1731.0,5.53,,,,3697242.0,11.8,106473.0,34.72,88.84,,,,,,,4510.0,511.0,2846.0,11.33,63.1,163.13,908.57,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1992,313240.0,1664.0,3440.0,-1776.0,-5.67,,,,,,3369.0,4794.0,-1425.0,-4.55,68.0,20.18,68.69,78.94,54.5,61279.0,,,,,,,,425.0,1.36,1003.0,3.2,1420.0,4.53,,,,3714482.0,11.86,106853.0,34.76,88.84,,,,,,,4794.0,533.0,3060.0,11.12,63.83,170.16,976.89,96748.0,30.89,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1993,309958.0,1166.0,2730.0,-1564.0,-5.05,,,,,,3371.0,4813.0,-1442.0,-4.73,93.0,27.59,68.78,82.06,55.03,55764.0,,,,,,,,404.0,1.3,1014.0,3.27,1440.0,4.65,,,,3771491.0,12.17,107182.0,35.19,87.91,,,,,,,4813.0,591.0,3098.0,12.28,64.37,190.67,999.49,96485.0,31.13,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1994,307411.0,2404.0,3246.0,-842.0,-2.74,,,,,,3264.0,4783.0,-1519.0,-4.98,96.0,29.41,68.59,85.68,55.78,52057.0,,,,,,,,341.0,1.11,1085.0,3.53,1420.0,4.62,,,,3789000.0,12.33,107556.0,35.23,87.18,,,,,,,4783.0,566.0,3001.0,11.83,62.74,184.12,976.22,96468.0,31.38,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1995,305124.0,2434.0,3014.0,-580.0,-1.9,,,,,,3268.0,5070.0,-1802.0,-5.91,95.0,29.07,68.08,88.96,56.14,48448.0,,17537.0,12570.0,,,,,347.0,1.14,1071.0,3.51,1305.0,4.28,,,,3816346.0,12.51,108020.0,35.33,86.54,,,,,,,5070.0,572.0,3199.0,11.28,63.1,187.46,1048.43,96631.0,31.67,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1996,302519.0,3302.0,3214.0,88.0,0.29,,,,,,3101.0,5392.0,-2291.0,-7.66,85.0,27.41,66.98,91.71,56.55,48873.0,,17879.0,12941.0,,,,,351.0,1.16,1057.0,3.49,1269.0,4.19,,,,3837215.0,12.68,108378.0,35.41,85.8,,,,,,,5392.0,560.0,3502.0,10.39,64.95,185.11,1157.61,96283.0,31.83,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1997,300665.0,3546.0,3221.0,325.0,1.08,,,,,,3094.0,5050.0,-1956.0,-6.54,85.0,27.47,66.83,93.04,56.61,45934.0,,17626.0,14021.0,,,,,314.0,1.04,976.0,3.25,1165.0,3.87,,,,3852231.0,12.81,108606.0,35.47,85.27,,,,,,,5050.0,544.0,3344.0,10.77,66.22,180.93,1112.2,96089.0,31.96,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1998,299209.0,2952.0,2745.0,207.0,0.69,,,,,,2905.0,4694.0,-1789.0,-5.98,72.0,24.78,67.47,94.97,57.7,40013.0,,16445.0,15512.0,,,,,304.0,1.02,1024.0,3.42,1165.0,3.89,,,,3882962.0,12.98,108218.0,35.88,84.86,,,,,,,4694.0,530.0,3126.0,11.29,66.6,177.13,1044.75,95888.0,32.05,99.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,1999,297451.0,3088.0,2673.0,415.0,1.4,,,,,,2925.0,4768.0,-1843.0,-6.23,50.0,17.09,68.09,96.62,58.33,37334.0,,15283.0,16310.0,,,,,280.0,0.94,975.0,3.28,1165.0,3.92,162609.2,61433.5,0.21,3907933.0,13.14,108506.0,36.02,84.36,,,,,,,4768.0,530.0,3261.0,11.12,68.39,178.18,1096.32,95584.0,32.13,133.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giurgiu,2000,296431.0,2846.0,2251.0,595.0,2.01,,,,,,2895.0,4342.0,-1447.0,-4.89,45.0,15.54,69.59,98.64,58.22,34359.0,,14397.0,16755.0,,,,,293.0,0.99,929.0,3.13,1165.0,3.93,278710.6,111621.5,0.38,3913498.0,13.2,108545.0,36.05,84.07,,,,,,,4342.0,556.0,2916.0,12.81,67.16,187.56,983.7,95229.0,32.13,193.0,5.0,569.22,1920.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573500000.0,27871060.0,11162150.0,52.0,18.0,297157.0
Giurgiu,2001,295690.0,3121.0,2975.0,146.0,0.49,,,,,,2869.0,4595.0,-1726.0,-5.84,41.0,14.29,70.82,101.91,57.96,33503.0,,13766.0,16331.0,,,,,315.0,1.07,904.0,3.06,1165.0,3.94,603644.5,131857.0,0.45,4099175.0,13.86,110093.0,37.23,83.86,,,,,,,4595.0,632.0,3067.0,13.75,66.75,213.74,1037.23,95265.0,32.22,274.7,7.0,997.43,3373.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005600000.0,60364450.0,13185700.0,24.0,17.0,296424.0
Giurgiu,2002,293955.0,3910.0,3414.0,496.0,1.69,,,,,,2599.0,4756.0,-2157.0,-7.42,37.0,14.24,70.53,106.59,57.78,31311.0,,13727.0,15250.0,,,,,309.0,1.05,934.0,3.18,1059.0,3.6,836648.8,141405.3,0.48,4114230.0,14.0,110299.0,37.3,83.37,,,,,,,4756.0,609.0,3174.0,12.8,66.74,207.17,1079.76,95002.0,32.32,352.7,6.0,1145.9,3898.22,0.8,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153600000.0,83664880.0,14140530.0,16.0,21.0,294894.0
Giurgiu,2003,292147.0,3593.0,3424.0,169.0,0.58,,,,,,2713.0,4967.0,-2254.0,-7.76,54.0,19.9,70.16,111.11,56.72,31969.0,,14449.0,14235.0,,,,,295.0,1.01,902.0,3.09,964.0,3.3,1159864.0,207334.3,0.71,4130883.0,14.14,110425.0,37.41,82.86,,,,,,,4967.0,601.0,3423.0,12.1,68.91,205.72,1171.67,94855.0,32.47,428.6,6.0,1356.75,4644.07,0.84,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418500000.0,115986400.0,20733430.0,25.0,8.0,293382.0
Giurgiu,2004,290562.0,4601.0,4056.0,545.0,1.88,,,,,,2629.0,4581.0,-1952.0,-6.72,42.0,15.98,70.11,115.57,55.58,31343.0,,14119.0,13437.0,,,,,284.0,0.98,858.0,2.95,904.0,3.11,1519318.2,469793.4,1.62,4143754.0,14.26,110507.0,37.5,82.41,,,,,,,4581.0,627.0,3070.0,13.69,67.02,215.79,1056.57,94452.0,32.51,540.7,8.0,1915.8,6593.43,0.87,0.01,1918.7,290562.0,6603.4099434888,1.0,6603.4099434888,540.655,540.655,2678.0,42940.0,16.0343539955,7959.0,51.3,7.3,70.11,16.0,50.2,87.2,57.5688073394,154.0,447.0,153.8398001115,40.2,306.0,105.3131517542,121.0,0.4164343582,1205127.0,94452.0,12.7591475035,342184.0,1.1776625987,121.0,41.6434358244,469.0,10.922217047,36.0,3.8114597891,3544.0,287.0,80.9819413093,38.0,10.7223476298,160651.0,45.3304176072,44.29048,7959.0,17970.0016798192,,,0.2799968417,0.1478291153,3.935932505,6.9549940934,39722870.0,136.7104783144,1938400000.0,151932.0,46979.0,15.0,7.0,291391.0
Giurgiu,2005,289163.0,3159.0,2805.0,354.0,1.22,,,,,,2562.0,4507.0,-1945.0,-6.78,46.0,17.95,70.5,119.82,54.69,33194.0,,13753.0,12834.0,,,,,266.0,0.92,867.0,3.0,904.0,3.13,180729966.0,53799581.0,186.05,4153316.0,14.36,110567.0,37.56,82.01,,,,,,,4507.0,589.0,3096.0,13.07,68.69,203.69,1070.68,94220.0,32.58,629.0,9.0,2092.0,7234.67,0.91,0.01,2098.7,289163.0,7257.8441916843,1.09,6658.5726529213,629.0,577.0642201835,2553.0,41679.0,16.3254994125,7978.0,51.6,5.6,70.5,18.0,50.7,88.2,57.4829931973,136.0,394.0,136.2553300388,40.4,285.0,98.5603275661,1871.0,6.4703990483,1211167.0,94220.0,12.8546699215,342615.0,1.1848507589,122.0,42.1907367125,709.0,17.0109647544,36.0,3.8208448312,3544.0,287.0,80.9819413093,38.1,10.7505643341,165450.0,46.684537246,43.29986,7978.0,18425.0018360337,,,0.2371398777,0.1025630525,2.992529866,4.2978962351,45108533.0,155.9969048599,2106700000.0,180729966.0,53799581.0,17.0,6.0,290059.0
Giurgiu,2006,287769.0,4165.0,3633.0,532.0,1.85,,,,,,2677.0,4531.0,-1854.0,-6.47,46.0,17.18,70.98,122.72,53.97,32400.0,,13298.0,12888.0,,,,,263.0,0.91,852.0,2.96,904.0,3.14,306303389.0,106237007.0,369.17,4169922.0,14.49,110687.0,37.67,81.61,,,,,,,4531.0,639.0,3142.0,14.1,69.34,222.05,1091.85,94094.0,32.7,763.0,10.0,2431.37,8449.03,0.98,0.01,2438.6,287769.0,8474.1580920808,1.161504,7295.8492541402,763.0,656.9069069069,2531.0,41430.0,16.3690241011,7962.0,50.5,5.5,70.98,17.2,47.5,86.1,55.1684088269,140.0,403.0,140.0428816169,40.5,269.0,93.4777547269,2613.0,9.0801997435,1216382.0,94094.0,12.9273067358,343444.0,1.1934711522,187.0,64.9826770778,1056.0,25.4887762491,38.0,4.0385146768,3544.0,287.0,80.9819413093,38.0,10.7223476298,163527.0,46.1419300226,46.89322,7962.0,16979.0003757473,48475.0,16.8451084029,0.274009816,0.1578560541,3.340491935,4.8592490633,94962780.0,329.9965597406,2445600000.0,306303389.0,106237007.0,27.0,11.0,288515.0
Giurgiu,2007,286663.0,4474.0,3928.0,546.0,1.9,,,,,,2618.0,4454.0,-1836.0,-6.4,33.0,12.61,71.24,122.69,53.27,33678.0,,12313.0,13373.0,,,,,256.0,0.89,883.0,3.08,852.0,2.97,396821410.0,126274399.0,440.5,4192515.0,14.63,110931.0,37.79,81.3,,,,,,,4454.0,680.0,3003.0,15.27,67.42,237.21,1047.57,93799.0,32.72,931.0,12.0,2737.12,9548.22,1.1,0.01,2742.7,286663.0,9567.6805168438,1.2177207936,7857.0396162477,931.0,764.543074975,2581.0,40976.0,15.8760170477,7822.0,51.7,4.5,71.24,12.6,46.5,87.6,53.0821917808,81.0,233.0,81.2801093967,40.6,261.0,91.0476761912,2885.0,10.064082215,1224863.0,93799.0,13.0583801533,344630.0,1.2022130516,303.0,105.6990263829,1034.0,25.234283483,57.0,6.0768238467,3544.0,287.0,80.9819413093,38.1,10.7505643341,150332.0,42.4187358916,49.79311,7822.0,15709.0007031093,50287.0,17.5422011212,0.2604176307,0.1300472817,3.184696004,4.7432159889,108645158.0,378.9995848784,2769900000.0,396821410.0,126274399.0,21.0,30.0,287259.0
Giurgiu,2008,285730.0,5115.0,4051.0,1064.0,3.72,,,,,,2815.0,4447.0,-1632.0,-5.76,32.0,11.37,71.54,122.88,52.25,34199.0,,12210.0,13090.0,,,,,273.0,0.96,907.0,3.17,855.0,2.99,537160326.0,168254870.0,588.86,4228743.0,14.8,111261.0,38.01,81.04,,,,,,,4447.0,679.0,3016.0,15.27,67.82,237.64,1055.54,93261.0,32.64,1161.0,14.0,3793.85,13277.74,1.2,0.01,3797.6,285730.0,13290.8690022049,1.3133118759,10120.1163608766,1161.0,884.0245956099,2676.0,40675.0,15.1999252616,7862.0,51.8,4.5,71.54,11.4,45.1,88.0,51.25,76.0,218.0,76.2958037308,40.8,279.0,97.6446295454,3072.0,10.7514086725,1238225.0,93261.0,13.2769860928,346466.0,1.212564309,406.0,142.0921849298,2051.0,50.4240934235,70.0,7.5058170082,3544.0,287.0,80.9819413093,38.2,10.7787810384,194199.0,54.7965575621,53.80509,7862.0,14612.0004631532,52359.0,18.3246421447,0.2775776539,0.1560347318,3.563001083,5.2921111209,140995451.0,493.4569383684,3786100000.0,537160326.0,168254870.0,15.0,30.0,286040.0
Giurgiu,2009,284567.0,3811.0,3345.0,466.0,1.64,,,,,,2829.0,4609.0,-1780.0,-6.28,24.0,8.48,71.63,122.31,51.34,33413.0,,12055.0,12845.0,,,,,275.0,0.97,915.0,3.22,871.0,3.06,413446514.0,153358431.0,538.92,4274195.0,15.02,111685.0,38.27,80.71,,,,,,,4609.0,709.0,3068.0,15.38,66.57,249.15,1078.13,93053.0,32.7,1265.0,14.0,4017.45,14117.76,1.2,0.01,4001.2,284567.0,14060.6605825693,1.3867260098,10139.4655350843,1265.0,912.2205764488,2681.0,40183.0,14.9880641552,7642.0,50.3,7.2,71.63,8.5,45.3,86.5,52.3699421965,73.0,207.0,72.742095886,40.9,285.0,100.1521610025,3964.0,13.9299356566,1250653.0,93053.0,13.4402222389,348614.0,1.2250682616,496.0,174.2999012535,2346.0,58.3828982405,70.0,7.5225946504,3544.0,293.0,82.6749435666,38.9,10.9762979684,163961.0,46.2643905192,56.81362,7642.0,13450.9999538843,52546.0,18.4652472001,0.2886164931,0.170278877,3.610350646,5.1220504659,127172957.0,446.8998759519,4124700000.0,413446514.0,153358431.0,22.0,16.0,285491.0
Giurgiu,2010,283502.0,5151.0,4360.0,791.0,2.79,,,,,,2673.0,4538.0,-1865.0,-6.58,33.0,12.35,71.95,122.16,50.74,29870.0,4.5,11772.0,12349.0,,,1.9,2.2,289.0,1.02,865.0,3.05,867.0,3.06,444955004.0,145601219.0,513.58,4315302.0,15.22,112132.0,38.48,80.4,,,,,,,4538.0,749.0,2992.0,16.51,65.93,264.2,1055.37,92841.0,32.75,1254.0,14.0,4210.88,14853.09,1.14,0.01,4219.0,283502.0,14881.7292294234,1.4711776238,10115.5217351953,1254.0,852.3783802527,2555.0,39376.0,15.4113502935,7722.0,48.8,8.4,71.95,12.3,45.5,85.2,53.4037558685,131.0,370.0,130.5105431355,41.0,297.0,104.7611657061,4751.0,16.758259201,1259983.0,92841.0,13.5714070292,350805.0,1.237398678,513.0,180.9511044014,2389.0,60.6714750102,70.0,7.5397722989,3544.0,296.0,83.5214446953,37.8,10.6659142212,187012.0,52.7686230248,57.15343,7722.0,13511.0001272015,52657.0,18.5737666754,0.2626740556,0.1326195879,3.347533238,4.9150260093,122040765.0,430.4758520222,5045500000.0,444955004.0,145601219.0,28.0,17.0,284198.0
Giurgiu,2011,282525.0,3796.0,3249.0,547.0,1.94,281422.0,1252.0,4192.0,4.45,14.9,2617.0,4273.0,-1656.0,-5.91,34.0,12.99,72.52,120.82,49.85,30577.0,3.1,11563.0,11486.0,6.8,2.11,1.7,2.1,285.0,1.01,826.0,2.92,817.0,2.89,498114316.0,177101876.0,626.85,5176166.0,18.32,118278.0,43.76,80.13,41.1,41.1,97.8,20.3,85.3,38.8,4273.0,702.0,2880.0,16.43,67.4,248.47,1019.38,92492.0,32.74,1236.0,13.0,3973.17,14063.07,1.06,0.01,4941.3,282525.0,17489.7796655163,1.5563588082,11237.6269364777,1236.0,794.1613421736,2534.0,38437.0,15.1685082873,7857.0,49.9,5.7,72.52,13.0,46.3,87.5,52.9142857143,159.0,449.0,158.9239890275,41.1,297.0,105.1234404035,5080.0,17.9807096717,1495458.0,92492.0,16.1685118713,379633.0,1.3437147155,462.0,163.5253517388,2415.0,62.8300855946,70.0,7.5682221165,3544.0,301.0,84.9322799097,38.1,10.7505643341,161719.0,45.631772009,58.90247,7857.0,13338.9991964683,52757.0,18.6733917352,0.2835605665,0.158774502,3.53328784,5.278256245,131081238.0,463.9633235997,4963200000.0,498114316.0,177101876.0,65.0,21.0,283254.0
